numID,songArtist,songName,lyrics
5728,Clarence Carter,Doin' Our Thing,NA
5729,Danny & The Juniors,Doin' The Continental Walk,NA
5730,Betty Boo,Doin' The Do,NA
5731,Lana Del Rey,Doin' Time,NA
5732,Sublime,Doin' Time,NA
5733,Blake Shelton,Doin' What She Likes,NA
5734,LL Cool J,Doin It,NA
5735,Huey Lewis & The News,Doing It All For My Baby,NA
5736,Fred Wesley & The J.B.'s,Doing It To Death,NA
5737,Paula DeAnda Featuring Baby Bash,Doing Too Much,NA
5738,Donnie Brooks,Doll House,NA
5739,Hole,Doll Parts,NA
5740,Lil Nas X Featuring Megan Thee Stallion,Dolla Sign Slime,NA
5741,Gunna Featuring Young Thug,Dollaz On My Head,NA
5742,Lil Tecca & Lil Uzi Vert,Dolly,NA
5743,Jimi Hendrix,Dolly Dagger,NA
5744,The Singing Nun (Soeur Sourire),Dominique,NA
5745,Jessie J,Domino,NA
5746,Van Morrison,Domino,NA
5747,Pet Shop Boys,Domino Dancing,NA
5748,Robbie Nevil,Dominoes,NA
5749,Jerry Vale,Dommage Dommage (Too Bad Too Bad),NA
5750,Paul Vance,Dommage Dommage (Too Bad Too Bad),NA
5751,Billy Currington,Don't,NA
5752,Bryson Tiller,Don't,NA
5753,Ed Sheeran,Don't,NA
5754,The Alan Parsons Project,Don't Answer Me,NA
5755,B.B. King,Don't Answer The Door - Part 1,NA
5756,Bobby Pinson,Don't Ask Me How I Know,NA
5757,The Everly Brothers,Don't Ask Me To Be Friends,NA
5758,Billy Joel,Don't Ask Me Why,NA
5759,Elvis Presley With The Jordanaires,Don't Ask Me Why,NA
5760,Eurythmics,Don't Ask Me Why,NA
5761,The Emotions,Don't Ask My Neighbors,NA
5762,James Brown And The Famous Flames,Don't Be A Drop-Out,NA
5763,Aaron Hall,Don't Be Afraid,NA
5764,Frankie Karl & The Dreams,Don't Be Afraid (Do As I Say),NA
5765,The Robert Cray Band,Don't Be Afraid Of The Dark,NA
5766,Steve Lawrence,Don't Be Afraid Little Darlin',NA
5767,Barbara Lynn,Don't Be Cruel,NA
5768,Bill Black's Combo,Don't Be Cruel,NA
5769,Bobby Brown,Don't Be Cruel,NA
5770,Cheap Trick,Don't Be Cruel,NA
5771,Wang Chung,Don't Be My Enemy,NA
5772,Shania Twain,Don't Be Stupid (You Know I Love You),NA
5773,Lenny Miles,Don't Believe Him Donna,NA
5774,Polo G,Don't Believe The Hype,NA
5775,Linda Scott,Don't Bet Money Honey,NA
5776,The Everly Brothers,Don't Blame Me,NA
5777,Sammy Davis Jr.,Don't Blame The Children,NA
5778,Kenny Chesney,Don't Blink,NA
5779,Shakira,Don't Bother,NA
5780,Romeo's Daughter,Don't Break My Heart,NA
5781,Connie Francis,Don't Break The Heart That Loves You,NA
5782,Electric Light Orchestra,Don't Bring Me Down,NA
5783,The Animals,Don't Bring Me Down,NA
5784,Paul Kelly,Don't Burn Me,NA
5785,Ariana Grande Miley Cyrus & Lana Del Rey,Don't Call Me Angel (Charlie's Angels),NA
5786,Madison Avenue,Don't Call Me Baby,NA
5787,Mabel,Don't Call Me Up,NA
5788,Sugarloaf/Jerry Corbetta,Don't Call Us We'll Call You,NA
5789,The Pussycat Dolls Featuring Busta Rhymes,Don't Cha,NA
5790,The Miracles,Don't Cha Love It,NA
5791,INXS,Don't Change,NA
5792,Tower Of Power,Don't Change Horses (In The Middle Of A Stream),NA
5793,Ray Charles,Don't Change On Me,NA
5794,Five Stairsteps & Cubie,Don't Change Your Love,NA
5795,Chris Brown Featuring Justin Bieber & Ink,Don't Check On Me,NA
5796,KIX,Don't Close Your Eyes,NA
5797,Tom Petty And The Heartbreakers,Don't Come Around Here No More,NA
5798,Fats Domino,Don't Come Knockin',NA
5799,Metro Boomin Featuring 21 Savage,Don't Come Out The House,NA
5800,Nancy Wilson,Don't Come Running Back To Me,NA
5801,Ashford & Simpson,Don't Cost You Nothing,NA
5802,America,Don't Cross The River,NA
5803,Asia,Don't Cry,NA
5804,Guns N' Roses,Don't Cry,NA
5805,Lil Wayne Featuring XXXTENTACION,Don't Cry,NA
5806,Seal,Don't Cry,NA
5807,Elvis Presley,Don't Cry Daddy/Rubberneckin',NA
5808,Festival,Don't Cry For Me Argentina,NA
5809,Madonna,"Don't Cry For Me Argentina (From ""Evita"")",NA
5810,Glee Cast,Don't Cry For Me Argentina (Lea Michele Version),NA
5811,Conway Twitty with Joni Lee,Don't Cry Joni,NA
5812,The Impressions,Don't Cry My Love,NA
5813,Bobby Bland,Don't Cry No More,NA
5814,Melissa Manchester,Don't Cry Out Loud,NA
5815,Aretha Franklin,Don't Cry Baby,NA
5816,Etta James,Don't Cry Baby,NA
5817,Ruth Brown,Don't Deceive Me,NA
5818,Crash Craddock,Don't Destroy Me,NA
5819,The System,Don't Disturb This Groove,NA
5820,Micky Dolenz,Don't Do It,NA
5821,The Band,Don't Do It,NA
5822,Randy Bell,Don't Do Me,NA
5823,Tom Petty And The Heartbreakers,Don't Do Me Like That,NA
5824,Crowded House,Don't Dream It's Over,NA
5825,Sixpence None The Richer,Don't Dream It's Over,NA
5826,Anita Ward,Don't Drop My Love,NA
5827,The FiNATTiCZ,Don't Drop That Thun Thun!,NA
5828,Frank Zappa,Don't Eat The Yellow Snow,NA
5829,Cornelius Brothers & Sister Rose,Don't Ever Be Lonely (A Poor Little Fool Like Me),NA
5830,Bob And Earl,Don't Ever Leave Me,NA
5831,Connie Francis,Don't Ever Leave Me,NA
5832,Peter Yarrow,Don't Ever Take Away My Freedom,NA
5833,New England,Don't Ever Wanna Lose Ya,NA
5834,Lobo,Don't Expect Me To Be Your Friend,NA
5835,Kenny Rogers With Kim Carnes,Don't Fall In Love With A Dreamer,NA
5836,George Maharis,Don't Fence Me In,NA
5837,Tommy Edwards,Don't Fence Me In,NA
5838,Kenny Loggins with Steve Perry,Don't Fight It,NA
5839,Wilson Pickett,Don't Fight It,NA
5840,Hamilton Joe Frank & Dennison,Don't Fight The Hands (That Need You),NA
5841,Demi Lovato,Don't Forget,NA
5842,Rod Wave,Don't Forget,NA
5843,Barbara Lewis,Don't Forget About Me,NA
5844,Dusty Springfield,Don't Forget About Me,NA
5845,Mariah Carey,Don't Forget About Us,NA
5846,The Butanes,Don't Forget I Love You,NA
5847,Bobbi Martin,Don't Forget I Still Love You,NA
5848,Glass Tiger,Don't Forget Me (When I'm Gone),NA
5849,The Kinks,Don't Forget To Dance,NA
5850,Bee Gees,Don't Forget To Remember,NA
5851,Carrie Underwood,Don't Forget To Remember Me,NA
5852,The Belmonts,Don't Get Around Much Anymore,NA
5853,Pretenders,Don't Get Me Wrong,NA
5854,Bryson Tiller,Don't Get Too High,NA
5855,Glenn Shorrock,Don't Girls Get Lonely,NA
5856,Gary Puckett And The Union Gap,Don't Give In To Him,NA
5857,Robbie Patton,Don't Give It Up,NA
5858,Peter Gabriel/Kate Bush,Don't Give Up,NA
5859,Petula Clark,Don't Give Up,NA
5860,David Soul,Don't Give Up On Us,NA
5861,Le Click Featuring Kayo,Don't Go,NA
5862,Skrillex Justin Bieber & Don Toliver,Don't Go,NA
5863,Fun Factory,Don't Go Away,NA
5864,Motley Crue,Don't Go Away Mad (Just Go Away),NA
5865,Backstreet Boys,Don't Go Breaking My Heart,NA
5866,Elton John & Kiki Dee,Don't Go Breaking My Heart,NA
5867,Elton John & RuPaul,Don't Go Breaking My Heart,NA
5868,Glee Cast,Don't Go Breaking My Heart,NA
5869,The Playmates,Don't Go Home,NA
5870,Ben Colder,Don't Go Near The Eskimos,NA
5871,Rex Allen,Don't Go Near The Indians,NA
5872,Herman's Hermits,Don't Go Out Into The Rain (You're Going To Melt),NA
5873,Etta Jones,Don't Go To Strangers,NA
5874,Camila Cabello,Don't Go Yet,NA
5875,The Orlons,Don't Hang Up,NA
5876,Kenny Chesney,Don't Happen Twice,NA
5877,The Mad Lads,Don't Have To Shop Around,NA
5878,Cher,Don't Hide Your Love,NA
5879,Chanson,Don't Hold Back,NA
5880,Daryl Hall John Oates,Don't Hold Back Your Love,NA
5881,Nicole Scherzinger,Don't Hold Your Breath,NA
5882,Beyonce Featuring Jack White,Don't Hurt Yourself,NA
5883,Billy Currington,Don't It,NA
5884,Crystal Gayle,Don't It Make My Brown Eyes Blue,NA
5885,Rusty Wier,Don't It Make You Wanna Dance?,NA
5886,Brook Benton With The Dixie Flyers,Don't It Make You Want To Go Home,NA
5887,Joe South and The Believers,Don't It Make You Want To Go Home,NA
5888,Chris Brown,Don't Judge Me,NA
5889,Patty Duke,Don't Just Stand There,NA
5890,Teddy Pendergrass,Don't Keep Wasting My Time,NA
5891,Diana Ross & Marvin Gaye,Don't Knock My Love,NA
5892,Wilson Pickett,Don't Knock My Love - Pt. 1,NA
5893,Bill Medley,Don't Know Much,NA
5894,Linda Ronstadt (Featuring Aaron Neville),Don't Know Much,NA
5895,Cinderella,Don't Know What You Got (Till It's Gone),NA
5896,Norah Jones,Don't Know Why,NA
5897,Mark Wills,Don't Laugh At Me,NA
5898,Odia Coates,Don't Leave Me In The Morning,NA
5899,Holland-Dozier,Don't Leave Me Starvin' For Your Love (Part 1),NA
5900,The Communards,Don't Leave Me This Way,NA
5901,Thelma Houston,Don't Leave Me This Way,NA
5902,Commander Cody,Don't Let Go,NA
5903,Isaac Hayes,Don't Let Go,NA
5904,Wang Chung,Don't Let Go,NA
5905,En Vogue,Don't Let Go (Love),NA
5906,The Who,Don't Let Go The Coat,NA
5907,The Contours,Don't Let Her Be Your Baby,NA
5908,REO Speedwagon,Don't Let Him Go,NA
5909,Prism,Don't Let Him Know,NA
5910,Debbie Dean,Don't Let Him Shop Around,NA
5911,Four Tops,Don't Let Him Take Your Love From Me,NA
5912,Styx,Don't Let It End,NA
5913,The Miracles,Don't Let It End ('til You Let It Begin),NA
5914,The Crusaders,Don't Let It Get You Down,NA
5915,Brand Nubian,Don't Let It Go To Your Head,NA
5916,The Alan Parsons Project,Don't Let It Show,NA
5917,Jerry Butler,Don't Let Love Hang You Up,NA
5918,Frankie Avalon,Don't Let Love Pass Me By,NA
5919,The Band Perry,Don't Let Me Be Lonely,NA
5920,James Taylor,Don't Let Me Be Lonely Tonight,NA
5921,Santa Esmeralda Starring Leroy Gomez,Don't Let Me Be Misunderstood,NA
5922,The Animals,Don't Let Me Be Misunderstood,NA
5923,Carl Butler & Pearl,Don't Let Me Cross Over,NA
5924,The Beatles With Billy Preston,Don't Let Me Down,NA
5925,The Chainsmokers Featuring Daya,Don't Let Me Down,NA
5926,B.o.B,Don't Let Me Fall,NA
5927,P!nk,Don't Let Me Get Me,NA
5928,Sneaker,Don't Let Me In,NA
5929,Jackie DeShannon,Don't Let The Flame Burn Out,NA
5930,Wilson Pickett,Don't Let The Green Grass Fool You,NA
5931,The Temptations,Don't Let The Joneses Get You Down,NA
5932,Archie Bell & The Drells,Don't Let The Music Slip Away,NA
5933,The Serendipity Singers,Don't Let The Rain Come Down (Crooked Little Man),NA
5934,The Critters,Don't Let The Rain Fall Down On Me,NA
5935,Ray Charles,Don't Let The Sun Catch You Cryin',NA
5936,Gerry And The Pacemakers,Don't Let The Sun Catch You Crying,NA
5937,David Archuleta,Don't Let The Sun Go Down On Me,NA
5938,Elton John,Don't Let The Sun Go Down On Me,NA
5939,George Michael/Elton John,Don't Let The Sun Go Down On Me,NA
5940,Gloria Estefan,Don't Let This Moment End,NA
5941,Joe Tex,Don't Let Your Left Hand Know,NA
5942,The Black Eyed Peas,Don't Lie,NA
5943,Dennis Edwards,Don't Look Any Further,NA
5944,The Kane Gang,Don't Look Any Further,NA
5945,Boston,Don't Look Back,NA
5946,Fine Young Cannibals,Don't Look Back,NA
5947,The Temptations,Don't Look Back,NA
5948,Oasis,Don't Look Back In Anger,NA
5949,Go West,Don't Look Down - The Sequel,NA
5950,John Waite,Don't Lose Any Sleep,NA
5951,Phil Collins,Don't Lose My Number,NA
5952,Shawn Christopher,Don't Lose The Magic,NA
5953,Stacey Q,Don't Make A Fool Of Yourself,NA
5954,Blake Shelton,Don't Make Me,NA
5955,Patrick Simmons,Don't Make Me Do It,NA
5956,Brenda & The Tabulations,Don't Make Me Over,NA
5957,Dionne Warwick,Don't Make Me Over,NA
5958,Jennifer Warnes,Don't Make Me Over,NA
5959,Sybil,Don't Make Me Over,NA
5960,Z.Z. Hill,Don't Make Me Pay For His Mistakes,NA
5961,Kenny G. (Vocal By Lenny Williams),Don't Make Me Wait For Love,NA
5962,Frankie Laine,Don't Make My Baby Blue,NA
5963,Della Humphrey,Don't Make The Good Girls Go Bad,NA
5964,Akon,Don't Matter,NA
5965,Drake Featuring Michael Jackson,Don't Matter To Me,NA
5966,Richard Marx,Don't Mean Nothing,NA
5967,The Shepherd Sisters,Don't Mention My Name,NA
5968,Fontella Bass & Bobby McClure,Don't Mess Up A Good Thing,NA
5969,The Marvelettes,Don't Mess With Bill,NA
5970,Nivea Featuring Brian & Brandon Casey,Don't Mess With My Man,NA
5971,Nivea,Don't Mess With The Radio,NA
5972,Kent Jones,Don't Mind,NA
5973,Rossington Collins Band,Don't Misunderstand Me,NA
5974,Billy Idol,Don't Need A Gun,NA
5975,NAV Featuring Lil Baby,Don't Need Friends,NA
5976,John W. Anderson presents KaSandra,Don't Pat Me On The Back And Call Me Brother,NA
5977,Chris de Burgh,Don't Pay The Ferryman,NA
5978,The Black Eyed Peas,Don't Phunk With My Heart,NA
5979,Dion & The Belmonts,Don't Pity Me,NA
5980,Peter And Gordon,Don't Pity Me,NA
5981,Aretha Franklin with The Dixie Flyers,Don't Play That Song,NA
5982,Ben E. King,Don't Play That Song (You Lied),NA
5983,Khalid x SAFE,Don't Pretend,NA
5984,Hamilton Joe Frank & Reynolds,Don't Pull Your Love,NA
5985,Glen Campbell,Don't Pull Your Love/then You Can Tell Me Goodbye,NA
5986,Leon Haywood,Don't Push It Don't Force It,NA
5987,DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih,Don't Quit,NA
5988,Glee Cast,Don't Rain On My Parade,NA
5989,Patti Page,Don't Read The Letter,NA
5990,Eddie Floyd,Don't Rock The Boat,NA
5991,Spys,Don't Run My Life,NA
5992,Kelly Clarkson Featuring Vince Gill,Don't Rush,NA
5993,Silk,Don't Rush,NA
5994,Young T & Bugsey Featuring Headie One,Don't Rush,NA
5995,Taylor Dayne,Don't Rush Me,NA
5996,Jon B,Don't Say,NA
5997,Paulina Rubio,Don't Say Goodbye,NA
5998,Tevin Campbell,Don't Say Goodbye Girl,NA
5999,The Isley Brothers,Don't Say Goodnight (It's Time For Love) (Parts 1 & 2),NA
6000,The Shirelles,Don't Say Goodnight And Mean Goodbye,NA
6001,Billy Burnette,Don't Say No,NA
6002,Eugene Wilde,Don't Say No Tonight,NA
6003,Avant,Don't Say No Just Say Yes,NA
6004,The Cookies,Don't Say Nothin' Bad (About My Baby),NA
6005,Beverly Bremers,Don't Say You Don't Remember,NA
6006,Billy Squier,Don't Say You Love Me,NA
6007,M2M,Don't Say You Love Me,NA
6008,Ace Spectrum,Don't Send Nobody Else,NA
6009,Ray Charles and his Orchestra,Don't Set Me Free,NA
6010,Paul Carrack,Don't Shed A Tear,NA
6011,Kevin Paige,Don't Shut Me Out,NA
6012,Jimmy Delphs,Don't Sign The Paper Baby (I Want You Back),NA
6013,Petula Clark,Don't Sleep In The Subway,NA
6014,Barbara Lynn,Don't Spread It Around,NA
6015,The Police,Don't Stand So Close To Me,NA
6016,The Police,Don't Stand So Close To Me '86,NA
6017,Glee Cast,Don't Stand So Close To Me / Young Girl,NA
6018,Dua Lipa,Don't Start Now,NA
6019,5 Seconds Of Summer,Don't Stop,NA
6020,Fleetwood Mac,Don't Stop,NA
6021,Glee Cast,Don't Stop,NA
6022,Jeffrey Osborne,Don't Stop,NA
6023,Megan Thee Stallion Featuring Young Thug,Don't Stop,NA
6024,Michael Jackson,Don't Stop 'til You Get Enough,NA
6025,Foster The People,Don't Stop (Color On The Walls),NA
6026,Glee Cast,Don't Stop Believin',NA
6027,Journey,Don't Stop Believin',NA
6028,Olivia Newton-John,Don't Stop Believin',NA
6029,Hot Chocolate,Don't Stop It Now,NA
6030,The Boys Band,Don't Stop Me Baby (I'm On Fire),NA
6031,Queen,Don't Stop Me Now,NA
6032,Livin' Joy,Don't Stop Movin',NA
6033,Eddie Holman,Don't Stop Now/Since I Don't Have You,NA
6034,Playa,Don't Stop The Music,NA
6035,Rihanna,Don't Stop The Music,NA
6036,Yarbrough & Peoples,Don't Stop The Music,NA
6037,Pitbull Featuring TJR,Don't Stop The Party,NA
6038,The Black Eyed Peas,Don't Stop The Party,NA
6039,Ann Cole,Don't Stop The Wedding,NA
6040,Rodway,Don't Stop Trying,NA
6041,Aaron Neville,Don't Take Away My Heaven,NA
6042,Tavares,Don't Take Away The Music,NA
6043,Jermaine Jackson,Don't Take It Personal,NA
6044,Monica,Don't Take It Personal (Just One Of Dem Days),NA
6045,Paul Revere & The Raiders Featuring Mark Lindsay,Don't Take It So Hard,NA
6046,Tim McGraw,Don't Take The Girl,NA
6047,The Mystics,Don't Take The Stars,NA
6048,Johnny Cash,Don't Take Your Guns To Town,NA
6049,The Manhattans,Don't Take Your Love,NA
6050,Avant,Don't Take Your Love Away,NA
6051,Gloria Lynne,Don't Take Your Love From Me,NA
6052,Jon B,Don't Talk,NA
6053,Larry Lee,Don't Talk,NA
6054,Right Said Fred,Don't Talk Just Kiss,NA
6055,Rick Springfield,Don't Talk To Strangers,NA
6056,The Beau Brummels,Don't Talk To Strangers,NA
6057,Jeremih Featuring YG,Don't Tell 'Em,NA
6058,Avril Lavigne,Don't Tell Me,NA
6059,Madonna,Don't Tell Me,NA
6060,Lobo,Don't Tell Me Goodnight,NA
6061,Breathe,Don't Tell Me Lies,NA
6062,Martha Davis,Don't Tell Me The Time,NA
6063,Night Ranger,Don't Tell Me You Love Me,NA
6064,Don Gibson,Don't Tell Me Your Troubles,NA
6065,Eddie Floyd,Don't Tell Your Mama (Where You've Been),NA
6066,Kandi,Don't Think I'm Not,NA
6067,Jake Owen,Don't Think I Can't Love You,NA
6068,Darius Rucker,Don't Think I Don't Think About It,NA
6069,Chris Brown Featuring Aaliyah,Don't Think They Know,NA
6070,The Wonder Who?,Don't Think Twice,NA
6071,Peter Paul & Mary,Don't Think Twice It's All Right,NA
6072,Neil Diamond,Don't Think....Feel,NA
6073,Frankie Avalon,Don't Throw Away All Those Teardrops,NA
6074,The Searchers,Don't Throw Your Love Away,NA
6075,Bettye Swann,Don't Touch Me,NA
6076,Jeannie Seely,Don't Touch Me,NA
6077,The Tubes,Don't Touch Me There,NA
6078,Solange Featuring Sampha,Don't Touch My Hair,NA
6079,Firehouse,Don't Treat Me Bad,NA
6080,3OH!3,Don't Trust Me,NA
6081,Eydie Gorme,Don't Try To Fight It Baby,NA
6082,John Baldry,Don't Try To Lay No Boogie-Woogie On The King Of Rock And Roll,NA
6083,CROW,"Don't Try To Lay No Boogie Woogie On The ""King Of Rock & Roll""",NA
6084,Roman Holliday,Don't Try To Stop It,NA
6085,Ace Of Base,Don't Turn Around,NA
6086,Cliff Richard,Don't Turn The Light Out,NA
6087,Dashboard Confessional,Don't Wait,NA
6088,Dennis DeYoung,Don't Wait For Heroes,NA
6089,Tony Bennett,Don't Wait Too Long,NA
6090,Chris Brown,Don't Wake Me Up,NA
6091,Peppermint Rainbow,Don't Wake Me Up In The Morning Michael,NA
6092,Jade,Don't Walk Away,NA
6093,Rick Springfield,Don't Walk Away,NA
6094,Robert Tepper,Don't Walk Away,NA
6095,Toni Childs,Don't Walk Away,NA
6096,Joe,"Don't Wanna Be A Player (From ""Booty Call"")",NA
6097,Jane Child,Don't Wanna Fall In Love,NA
6098,Jason Derulo,Don't Wanna Go Home,NA
6099,Maroon 5 Featuring Kendrick Lamar,Don't Wanna Know,NA
6100,Bee Gees,Don't Wanna Live Inside Myself,NA
6101,Gloria Estefan,Don't Wanna Lose You,NA
6102,Lionel Richie,Don't Wanna Lose You,NA
6103,Dickey Lee,Don't Wanna Think About Paula,NA
6104,Frankie J,Don't Wanna Try,NA
6105,J.D. Drews,Don't Want No-Body,NA
6106,Luther Vandross,Don't Want To Be A Fool,NA
6107,Pablo Cruise,Don't Want To Live Without It,NA
6108,Raspberries,Don't Want To Say Goodbye,NA
6109,The Tubes,Don't Want To Wait Anymore,NA
6110,John Mayall,Don't Waste My Time,NA
6111,Yarbrough & Peoples,Don't Waste Your Time,NA
6112,Marty Robbins,Don't Worry,NA
6113,SHeDAISY,Don't Worry 'Bout A Thing,NA
6114,Vincent Edwards,Don't Worry 'Bout Me,NA
6115,B.J. Thomas,Don't Worry Baby,NA
6116,The Beach Boys,Don't Worry Baby,NA
6117,The Tokens,Don't Worry Baby,NA
6118,The McCoys,Don't Worry Mother Your Son's Heart Is Pure,NA
6119,Bobby McFerrin,"Don't Worry Be Happy (From ""Cocktail"")",NA
6120,Brett Eldredge,Don't Ya,NA
6121,Simple Minds,Don't You (Forget About Me),NA
6122,Andy Williams,Don't You Believe It,NA
6123,The Buckinghams,Don't You Care,NA
6124,Linear,Don't You Come Cryin',NA
6125,Glenn Lewis,Don't You Forget It,NA
6126,Jeffrey Osborne,Don't You Get So Mad,NA
6127,Della Reese,Don't You Know,NA
6128,Ronnie Milsap,Don't You Know How Much I Love You,NA
6129,Touch,Don't You Know What Love Is,NA
6130,Steve Winwood,Don't You Know What The Night Can Do?,NA
6131,"Huey ""piano"" Smith With His Clowns",Don't You Know Yockomo,NA
6132,49-ers,Don't You Love Me,NA
6133,Jimmy Ruffin,Don't You Miss Me A Little Bit Baby,NA
6134,Denise Lopez,Don't You Wanna Be Mine,NA
6135,Jason Aldean With Kelly Clarkson,Don't You Wanna Stay,NA
6136,Glee Cast,Don't You Want Me,NA
6137,Jody Watley,Don't You Want Me,NA
6138,The Human League,Don't You Want Me,NA
6139,Don Gardner And Dee Dee Ford,Don't You Worry,NA
6140,Stevie Wonder,Don't You Worry 'Bout A Thing,NA
6141,Swedish House Mafia Featuring John Martin,Don't You Worry Child,NA
6142,McGuinn Clark & Hillman,Don't You Write Her Off,NA
6143,Magazine 60,Don Quichotte,NA
6144,Mac Miller,Donald Trump,NA
6145,Andy Stewart,Donald Where's Your Troosers?,NA
6146,Kanye West,Donda,NA
6147,Chris Janson,Done,NA
6148,Charlie Puth Featuring Kehlani,Done For Me,NA
6149,The Band Perry,DONE.,NA
6150,Ritchie Valens,Donna,NA
6151,Dion (Di Muci),Donna The Prima Donna,NA
6152,The Bermudas,Donnie,NA
6153,Musiq,dontchange,NA
6154,2 Hyped Brothers & A Dog,Doo Doo Brown,NA
6155,The Rolling Stones,Doo Doo Doo Doo Doo (heartbreaker),NA
6156,Lauryn Hill,Doo Wop (That Thing),NA
6157,The Olympics,Dooley,NA
6158,The Smashing Pumpkins,Doomsday Clock,NA
6159,The Dramatics,Door To Your Heart,NA
6160,Lady Gaga,Dope,NA
6161,Tyga Featuring Rick Ross,Dope,NA
6162,Lil Wayne Featuring Snoop Dogg,Dope N****z,NA
6163,Lil Wayne Featuring Nivea,Dope New Gospel,NA
6164,Atlanta Rhythm Section,Doraville,NA
6165,Taylor Swift,Dorothea,NA
6166,The Detergents,Double-O-Seven,NA
6167,Dave & Ansil Collins,Double Barrel,NA
6168,Frankie Smith,Double Dutch Bus,NA
6169,Smokey Robinson,Double Good Everything,NA
6170,The Osmonds,Double Lovin',NA
6171,Swingin' Medallions,Double Shot (Of My Baby's Love),NA
6172,Lynyrd Skynyrd,Double Trouble,NA
6173,Nipsey Hussle Featuring Belly & DOM KENNEDY,Double Up,NA
6174,3OH!3,Double Vision,NA
6175,Foreigner,Double Vision,NA
6176,ZZ Top,"Doubleback (From ""Back To The Future Part III"")",NA
6177,Fifth Harmony Featuring Gucci Mane,Down,NA
6178,Jay Sean Featuring Lil Wayne,Down,NA
6179,Marian Hill,Down,NA
6180,RKM & Ken-Y,Down,NA
6181,Irv Gotti Presents The Inc. Featuring Ja Rule Ashanti Charli Baltimore & Vita,Down 4 U,NA
6182,Nuttin' Nyce,"Down 4 Whateva (From ""A Low Down Dirty Shame"")",NA
6183,"Ja Rule Featuring Charli ""Chuck"" Baltimore",Down A** Chick,NA
6184,Cam'Ron Featuring Kanye West & Syleena Johnson,Down And Out,NA
6185,James Brown,Down And Out In New York City,NA
6186,Ohio Express,Down At Lulu's,NA
6187,Dreamville Featuring JID Bas J. Cole EARTHGANG & Young Nudy,Down Bad,NA
6188,Warrant,Down Boys,NA
6189,The Osmonds,Down By The Lazy River,NA
6190,Albert Hammond,Down By The River,NA
6191,Buddy Miles,Down By The River,NA
6192,The Brooklyn Bridge,Down By The River,NA
6193,Les Compagnons De La Chanson,Down By The Riverside,NA
6194,The Four Preps,Down By The Station,NA
6195,Nastyboy Klick Featuring Roger Troutman,Down For Yours,NA
6196,Lou Rawls,Down Here On The Ground,NA
6197,Ronnie Hawkins,Down In The Alley,NA
6198,Billy Joe Royal,Down In The Boondocks,NA
6199,Yo Gotti Featuring Nicki Minaj,Down In The DM,NA
6200,Solomon Burke,Down In The Valley,NA
6201,Jimmy Reed,Down In Virginia,NA
6202,R. Kelly Featuring Ronald Isley,Down Low (Nobody Has To Know),NA
6203,Foreigner,Down On Love,NA
6204,Big Brother And The Holding Company,Down On Me,NA
6205,Janis Joplin,Down On Me,NA
6206,Jeremih Featuring 50 Cent,Down On Me,NA
6207,Creedence Clearwater Revival,Down On The Corner/Fortunate Son,NA
6208,Jewel,Down So Long,NA
6209,Alisan Porter,Down That Road,NA
6210,Ike Clanton,Down The Aisle,NA
6211,Patti LaBelle And The Blue Belles,Down The Aisle (Wedding Song),NA
6212,The Quin-Tones,Down The Aisle Of Love,NA
6213,The 4 Seasons,Down The Hall,NA
6214,Kenny Chesney With Mac McAnally,Down The Road,NA
6215,Johnny Cash And The Tennessee Two,Down The Street To 301,NA
6216,Justin Bieber,Down To Earth,NA
6217,The Originals,Down To Love Town,NA
6218,Luke Bryan,Down To One,NA
6219,Jake Owen,Down To The Honkytonk,NA
6220,Bachman-Turner Overdrive,Down To The Line,NA
6221,Tower Of Power,Down To The Nightclub,NA
6222,B.W. Stevenson,Down To The Station,NA
6223,Men At Work,Down Under,NA
6224,Run-D.M.C.,Down With The King,NA
6225,Johnny And The Hurricanes,Down Yonder,NA
6226,TRUSTcompany,Downfall,NA
6227,Jo Dee Messina,Downtime,NA
6228,Dolly Parton,Downtown,NA
6229,Lady Antebellum,Downtown,NA
6230,Macklemore & Ryan Lewis Featuring Eric Nally Melle Mel Kool Moe Dee & Grandmaster Caz,Downtown,NA
6231,Mrs. Miller,Downtown,NA
6232,One 2 Many,Downtown,NA
6233,Petula Clark,Downtown,NA
6234,Sam Hunt,Downtown's Dead,NA
6235,Daryl Hall John Oates,Downtown Life,NA
6236,Patty Smyth,Downtown Train,NA
6237,Rod Stewart,Downtown Train,NA
6238,P.M. Dawn,Downtown Venus,NA
6239,Mickey Shorr and The Cutups,Dr. Ben Basey,NA
6240,Motley Crue,Dr. Feelgood,NA
6241,Cypress Hill,Dr. Greenthumb,NA
6242,Men At Work,Dr. Heckyll & Mr. Jive,NA
6243,Jon & Robin And The In Crowd,Dr. Jon (The Medicine Man),NA
6244,Future,Draco,NA
6245,Jan & Dean,Drag City,NA
6246,One Direction,Drag Me Down,NA
6247,The 4 Of Us,Drag My Bad Name Down,NA
6248,Tommy James,Draggin' The Line,NA
6249,Kirko Bangz,Drank In My Cup,NA
6250,Future & Lil Uzi Vert,Drankin N Smokin,NA
6251,Kim Carnes,Draw Of The Cards,NA
6252,Aerosmith,Draw The Line,NA
6253,Dr. Dre,Dre Day,NA
6254,10cc,Dreadlock Holiday,NA
6255,Dinah Washington,Dream,NA
6256,Etta James,Dream,NA
6257,Forest For The Trees,Dream,NA
